parent_asin,category,title,description,brand,price,average_rating,rating_count,review_text,search_text
B075YTHFZV,All Electronics,HKY 24V AC Adapter Compatible with Samsung HW-R650 HW-R550 HW-R530 HW-Q60R HW-Q60T HW-Q6CR HW-Q6CT HW-Q67CT HW-R60C HW-R60M HW-R50C HW-R50M HW-T510 HW-T45C HW-S40T HW-R650/ZA Soundbar Power Supply,,HKY,19.99,4.7,184,"Not much to say, it works fine, glad I could find it to power the soundbar I bought at a ""bin store"" for 5 bucks Great replacement product, great for its price! Fits my SoundBar perfectly. So happy I can listen to my SoundBar again after losing the power cord a few months ago in a move. I bought this as a replacement and it stopped working after a week. I should’ve known because, as soon as I plugged it in I had to play with the cord for it to turn on. Worked right out of the box. Thankyou China.",Category: All Electronics | Brand: HKY | Product: HKY 24V AC Adapter Compatible with Samsung HW-R650 HW-R550 HW-R530 HW-Q60R HW-Q60T HW-Q6CR HW-Q6CT HW-Q67CT HW-R60C HW-R60M HW-R50C HW-R50M HW-T510 HW-T45C HW-S40T HW-R650/ZA Soundbar Power Supply | Description:  | Price: $19.99
B01BFVA4H6,Computers,"Parts-Quick 32GB Memory Card for Kodak PIXPRO Astro Zoom AZ361, AZ362, AZ365","32GB SDHC Card. Compatible with: Kodak PIXPRO Astro Zoom AZ361, AZ362, AZ365. Parts-Quick Toll Free Technical Support.",parts-quick,24.99,5.0,1,Very Happy,"Category: Computers | Brand: parts-quick | Product: Parts-Quick 32GB Memory Card for Kodak PIXPRO Astro Zoom AZ361, AZ362, AZ365 | Description: 32GB SDHC Card. Compatible with: Kodak PIXPRO Astro Zoom AZ361, AZ362, AZ365. Parts-Quick Toll Free Technical Support. | Price: $24.99"
B07MXRPGH7,All Electronics,XRS331-C Remote Control Compatible for VIZIO Soundbar S2121WD0 S2121W-D0 S2920W-C0 S3820W-C0 S3821W-C0 SB2920-C6 SB2920-D6 SB3820-C6 SB3821-C6 SB3830-C6M SB3831-C6M Sb3831-C6M,XRS331-C New Remote Control Compatible for VIZIO Soundbar Sound Bar XRS331C Replaced for Vizio Sound Bar Models: SB3831-C6M SB3831C6M S2920W-C0 S2920WC0 S3820W-C0 S3820WC0 S3821W-C0 S3821WC0 SB3830-C6M SB3830C6M SB3820-C6 SB3820C6 SB3821-C6 SB3821C6 SB2920-C6 SB2920C6 SS2521-C6 SS2521C6 SS2520-C6 SS2520C6 S2121W-D0 S2121WD0 Power Supply: 2X 1.5V AAA Battery (not included) Package Content: 1 x IR Remote Control,Elekpia,8.94,4.6,27,"received the remote promptly and it is working just fine Replacing my original remote and this is identical. Works perfercly! Item exactly as stated. Very happy, thank you! Had to reset the soundbar but works perfect after that I needed to replace the remote to an older surround sound that is still going strong. Ordered this one and it paired up soon as I placed in the batteries. I love my Vizio surround sound.",Category: All Electronics | Brand: Elekpia | Product: XRS331-C Remote Control Compatible for VIZIO Soundbar S2121WD0 S2121W-D0 S2920W-C0 S3820W-C0 S3821W-C0 SB2920-C6 SB2920-D6 SB3820-C6 SB3821-C6 SB3830-C6M SB3831-C6M Sb3831-C6M | Description: XRS331-C New Remote Control Compatible for VIZIO Soundbar Sound Bar XRS331C Replaced for Vizio Sound Bar Models: SB3831-C6M SB3831C6M S2920W-C0 S2920WC0 S3820W-C0 S3820WC0 S3821W-C0 S3821WC0 SB3830-C6M SB3830C6M SB3820-C6 SB3820C6 SB3821-C6 SB3821C6 SB2920-C6 SB2920C6 SS2521-C6 SS2521C6 SS2520-C6 SS | Price: $8.94
B07WG174PP,All Electronics,"ASHATA Motion Sensor Alarm, Wireless PIR Motion Sensor Detector Security Alarm System + Remote Controls for Home Garage,Wireless Home Security Alarm Anti-Theft Infrared PIR Motion Detector Alarm","This alarm has built in PIR motion sensor that will activate the alarm if any movement is detected. It is ideal for protecting your property against intruders/burglar. It can cover the front door, back door, garage, shed, outbuildings etc. Wireless design make it easy to install, just put the required batteries in, fix to a suitable surface and turn it on with one of the supplied remote control. It can be widely used at house, office, factory, store, even carvans and motor homes.       Features:",ASHATA,17.59,3.5,2,"This gadget works well, and has a loud alarm that should wake anyone in the house. Easy to install.","Category: All Electronics | Brand: ASHATA | Product: ASHATA Motion Sensor Alarm, Wireless PIR Motion Sensor Detector Security Alarm System + Remote Controls for Home Garage,Wireless Home Security Alarm Anti-Theft Infrared PIR Motion Detector Alarm | Description: This alarm has built in PIR motion sensor that will activate the alarm if any movement is detected. It is ideal for protecting your property against intruders/burglar. It can cover the front door, back door, garage, shed, outbuildings etc. Wireless design make it easy to install, just put the requir | Price: $17.59"
B07D22RNF9,Tools & Home Improvement,CYGQ Nylon Fabric Antistatic Water Resistant Printer Dust Cover Case Compatible with Canon MX922/MX492/MX532 All-in-One Printer,Specifications: Material: Nylon FabricColor: BlackSize:19.7 x 15.8 x 9 inches & 50 x 40 x 23 cm,CYGQ,17.99,4.8,124,"A well made product that is a perfect fit for my Canon MX922 Printer/scanner/fax and is easy to put on and off. Great dust protector What can I say? It's sturdy, durable and keeps my printer dust free. That's what I purchased it for after all. Very nice covers.  Heavy duty fabric; fit nicely over printers. Fits!",Category: Tools & Home Improvement | Brand: CYGQ | Product: CYGQ Nylon Fabric Antistatic Water Resistant Printer Dust Cover Case Compatible with Canon MX922/MX492/MX532 All-in-One Printer | Description: Specifications: Material: Nylon FabricColor: BlackSize:19.7 x 15.8 x 9 inches & 50 x 40 x 23 cm | Price: $17.99
B004SBQCAO,Tools & Home Improvement,Aurabeam Equivalent D95-LMP Projector/TV LAMP with HOUSING for Toshiba 46HM15 / 46HM95 / 52HM195 / 52HM95 / 52HMX85 / 52HMX95 / 56HM195 / 56MX195 62HM15A 62HM95 62HM195 62HMX85 62HMX95 62MX195,BRAND NEW OEM EQUIVALENT D95-LMP PROJECTION TV LAMP WITH HOUSING FOR Toshiba 46HM15 / 46HM95 / 52HM195 / 52HM95 / 52HMX85 / 52HMX95 / 56HM195 / 56MX195 / 62HM15A / 62HM95 / 62HM195 / 62HMX85 / 62HMX95 / 62MX195/ 72HM195 / 72MX195,Aurabeam,49.99,3.7,59,"All.  This lamp was shipped quickly and arrived on time but came with no markings or label of any kind.  Did not even have any bulb identification.  The housing looked similar but the glass covering t Because it is so close to the original as you can get. I don't have any more to say now Great customer service after an initial problem. Great price and a quality product compared to the original. A very good company to deal with Purchased this, even with seeing the reviews from others saying it broke after a week or whatever. All I can say is that mine has been working for 6 months. It's mostly a TV that the kids use for Netf I rated this five stars it should be ten. They said it would arrive on Friday, but it didn't, it arrived on Thursday. I ordered on Wednesday. A company can't beat that for service. The best service I ",Category: Tools & Home Improvement | Brand: Aurabeam | Product: Aurabeam Equivalent D95-LMP Projector/TV LAMP with HOUSING for Toshiba 46HM15 / 46HM95 / 52HM195 / 52HM95 / 52HMX85 / 52HMX95 / 56HM195 / 56MX195 62HM15A 62HM95 62HM195 62HMX85 62HMX95 62MX195 | Description: BRAND NEW OEM EQUIVALENT D95-LMP PROJECTION TV LAMP WITH HOUSING FOR Toshiba 46HM15 / 46HM95 / 52HM195 / 52HM95 / 52HMX85 / 52HMX95 / 56HM195 / 56MX195 / 62HM15A / 62HM95 / 62HM195 / 62HMX85 / 62HMX95 / 62MX195/ 72HM195 / 72MX195 | Price: $49.99
B0BC3SJSRF,Camera & Photo,"2Pack Strong Adhesive Wall Mount Compatible with Ring Stick Up Cam Wired/Battery and Ring Indoor Cam HD Security Camera,360 Degree Adjustable Mounting Bracket for Camera with 1/4 Screw Head",,StartVision,11.99,4.2,26,"Perfect Very sturdy and it works well , exactly what I wanted Very good wall mount. Able to be mounted in sever different positions and angles, and looks clean after installation. I would definitely recommend. It did not stick on the outside of the house.","Category: Camera & Photo | Brand: StartVision | Product: 2Pack Strong Adhesive Wall Mount Compatible with Ring Stick Up Cam Wired/Battery and Ring Indoor Cam HD Security Camera,360 Degree Adjustable Mounting Bracket for Camera with 1/4 Screw Head | Description:  | Price: $11.99"
B07XQKK4HB,Computers,"WD Black 250GB High-Performance NVMe PCIe Internal - M.2 2280, 8 Gb/s - WDS250G2X0C","Introducing the WD Black NVMe SSD: the driving force behind everything you do. Featuring sequential read/write speeds up to 3,400/2,800 MB/s, and the innovative Western Digital Spectrum storage architecture, it’s where blazing speed, top-tier performance, and Western Digital 3D NAND technology combine. With up to 600TBW (for 1000GB capacity) and 1.75M hours MTTF, the WD Black NVMe SSD is the virtually invincible SSD you can rely on.",Western Digital,59.0,4.8,1456,"I've used a variety of NVMe SSDs, including earlier WD Black drives, and this is among the best in terms of price/performance.  Intel Optane (a completely different class of drive) and Samsung 960pro  Amazing! It's tiny!<br />And wow - it is fast!<br />Had windowsn10 booting in under 1 second - that is from power off to login screen showing and responding.<br />If your motherboard will accept this  Benchmarks agree with everyone, right at the top, yet about $100 less than the competition.  Trading notes with others that are swapping into their laptops and heat seems to be a small concern.  I wil Western Digital's newest internal SSD is the fastest SSD I have used to date. Running standard benchmarks, I am hitting numbers very close to the advertised specs. It seems like every SSD I have teste Ahh what can i say about the WD Black 250GB NVme M.2 SSD Drive.This Drive easily Stands side by side with the Samsung Pro NVme m.2 But rhe WD Black will cost less and perform just as good as the Samsu","Category: Computers | Brand: Western Digital | Product: WD Black 250GB High-Performance NVMe PCIe Internal - M.2 2280, 8 Gb/s - WDS250G2X0C | Description: Introducing the WD Black NVMe SSD: the driving force behind everything you do. Featuring sequential read/write speeds up to 3,400/2,800 MB/s, and the innovative Western Digital Spectrum storage architecture, it’s where blazing speed, top-tier performance, and Western Digital 3D NAND technology combi | Price: $59.00"
B078ZJ7H1D,All Electronics,Replaced Remote Control Compatible for LG 43UH610UJ 40LH5300-UA 49UH610A-UJ 42LF6500UB 55UH6030UC 55LH575A-UE 55UJ6580 HD LCD LED Smart TV,"This is a high quality, new replacement remote.  It compatibles for LG 43UH610UJ 40LH5300-UA 49UH610A-UJ 42LF6500UB 55UH6030UC 55LH575A-UE 55UJ6580 HD LCD LED Smart TV, put your batteries in to work( Batteries and Manual are not included).  It sold with money-back guarantee, Hassle-Free return, 30 days quality warranty.  Any problem, please kindly email us.",JustFine,9.98,4.3,13,"It worked right out of the box, no programming.  Although within a week I had to insert a piece of paper towel in the battery compartment in order to keep the batteries tighly in place otherwise they  Worked right out of the box. No programming needed.<br />Buttons keep getting stuck in pressed position. You have to press them exactly in the center or the corners will tuck in and stay pressed.","Category: All Electronics | Brand: JustFine | Product: Replaced Remote Control Compatible for LG 43UH610UJ 40LH5300-UA 49UH610A-UJ 42LF6500UB 55UH6030UC 55LH575A-UE 55UJ6580 HD LCD LED Smart TV | Description: This is a high quality, new replacement remote.  It compatibles for LG 43UH610UJ 40LH5300-UA 49UH610A-UJ 42LF6500UB 55UH6030UC 55LH575A-UE 55UJ6580 HD LCD LED Smart TV, put your batteries in to work( Batteries and Manual are not included).  It sold with money-back guarantee, Hassle-Free return, 30 d | Price: $9.98"
B008QR5LIU,All Electronics,NavePoint 12-Port Cat6 UTP Unsheilded Mini Patch Panel with Wallmount Bracket Included Black,This NavePoint 12-Port CAT6 patch panel is the perfect addition for your home or office network and is designed to mount to any wall with ease. This panel offers TIA/EIA 568-C.2 compliant performance and is backward compatible with CAT5e allowing you to upgrade your network over time. The kit includes new icon labels with plastic holders that you can mount on the front of the panels for easy port identification.,NavePoint,22.44,4.5,127,"I didn't rate the ""Durability"" I just installed, only time will tell.<br />However here are a couple of things to be aware (1).  because there is very little room in the behind the block you may want  I didn't rate the ""Durability"" I just installed, only time will tell.<br />However here are a couple of things to be aware (1).  because there is very little room in the behind the block you may want  I used this to clean up our “IT closet” at home. I was glad to see that it’s very sturdy given the price. No issues. Would highly recommend for your home project or a small office. Small enough for small cabinets but still had 12 ports A quick punch-down install, just what I needed to provide a clean closet and route cat6 between patch panels.",Category: All Electronics | Brand: NavePoint | Product: NavePoint 12-Port Cat6 UTP Unsheilded Mini Patch Panel with Wallmount Bracket Included Black | Description: This NavePoint 12-Port CAT6 patch panel is the perfect addition for your home or office network and is designed to mount to any wall with ease. This panel offers TIA/EIA 568-C.2 compliant performance and is backward compatible with CAT5e allowing you to upgrade your network over time. The kit includ | Price: $22.44
